ID,NCP,SEC,GRU,NMANZ,NPARC,ZONA_ACTIVIDAD,CATEGORIA_TRIBUTARIA_PRELIMINAR,COEFICIENTE,CRITERIO
35795,0100010000000614--017--,0,0,614,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35796,0100010000000688--025--,0,0,688,25,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35797,0100010000000457--002--,0,0,457,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35798,0100010000000182--023--,0,0,182,23,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35799,0100011010350353--002--,101,35,353,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35800,0100011010350353--003--,101,35,353,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35801,0100011020260335--002--,102,26,335,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35802,0100011010480379--006--,101,48,379,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35803,0100011010480407--002--,101,48,407,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35804,0100010000000490--014--,0,0,490,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35805,0100010000000490--015--,0,0,490,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35806,0100010000000490--016--,0,0,490,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35807,0100010000000490--017--,0,0,490,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35808,0100010000000490--018--,0,0,490,18,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35809,0100010000000490--019--,0,0,490,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35810,0100010000000033--019--,0,0,33,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35811,0100010123260014--001--,12,326,14,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35812,0100010123260014--002--,12,326,14,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35813,0100010123260015--001--,12,326,15,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35814,0100010123260016--001--,12,326,16,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35815,0100011010340352--015--,101,34,352,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35816,0100011020420395--015--,102,42,395,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35817,0100011010340351--009--,101,34,351,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35818,0100011020410394--006--,102,41,394,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35819,0100011020400363--007--,102,40,363,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35820,0100011010630463--019--,101,63,463,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35821,0100011020420367--004--,102,42,367,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35822,0100010000000577--020--,0,0,577,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35823,0100010000000057--024--,0,0,57,24,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35824,0100010000000322--011--,0,0,322,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35825,0100010000000322--012--,0,0,322,12,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35826,0100010000000627--019--,0,0,627,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35827,0100010101620000--007--,10,162,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35828,0100010063540000--084--,6,354,0,84,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35829,0100010063540000--085--,6,354,0,85,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35830,0100010000000149--023--,0,0,149,23,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35831,0100010000000373--020--,0,0,373,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35832,0100010000000108--020--,0,0,108,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35833,0100010000000097--017--,0,0,97,17,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35834,0100010000000322--013--,0,0,322,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35835,0100010000000322--014--,0,0,322,14,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35836,0100010000000322--015--,0,0,322,15,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35837,0100010000000322--016--,0,0,322,16,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35838,0100010170020001--001--,17,2,1,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35839,0100010170020001--002--,17,2,1,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35840,0100010170020001--003--,17,2,1,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35841,0100010170020001--004--,17,2,1,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35842,0100010170020001--006--,17,2,1,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35843,0100010170020001--007--,17,2,1,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35844,0100010170020002--001--,17,2,2,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35845,0100010170020002--002--,17,2,2,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35846,0100010170020002--003--,17,2,2,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35847,0100010170020001--005--,17,2,1,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35848,0100010170020002--004--,17,2,2,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35849,0100010170020002--005--,17,2,2,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35850,0100010170020002--006--,17,2,2,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35851,0100010170020002--007--,17,2,2,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35852,0100010170020002--008--,17,2,2,8,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35853,0100010170020002--009--,17,2,2,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35854,0100010170020002--010--,17,2,2,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35855,0100010170020002--011--,17,2,2,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35856,0100010170020002--012--,17,2,2,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35857,0100010170020002--013--,17,2,2,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35858,0100010170020002--014--,17,2,2,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35859,0100010170020003--001--,17,2,3,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35860,0100010170020003--002--,17,2,3,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35861,0100010170020003--003--,17,2,3,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35862,0100010170020003--004--,17,2,3,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35863,0100010170020003--005--,17,2,3,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35864,0100010170020003--006--,17,2,3,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35865,0100010170020003--007--,17,2,3,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35866,0100010170020003--008--,17,2,3,8,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35867,0100010170020003--009--,17,2,3,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35868,0100010170020003--010--,17,2,3,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35869,0100010170020003--011--,17,2,3,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35870,0100010170020003--012--,17,2,3,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35871,0100010170020003--014--,17,2,3,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35872,0100010102030000--013--,10,203,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35873,0100010000000341--005--,0,0,341,5,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35874,0100010000000401--013--,0,0,401,13,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35875,0100011010780518--017--,101,78,518,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35876,0100011010780518--018--,101,78,518,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35877,0100011010780518--019--,101,78,518,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35878,0100011010780518--020--,101,78,518,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35879,0100011010780518--021--,101,78,518,21,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35880,0100010113100004--015--,11,310,4,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35881,0100010123260004--011--,12,326,4,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35882,0100010063310000--020--,6,331,0,20,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35883,0100010113100002--017--,11,310,2,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35884,0100010063430000--017--,6,343,0,17,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35885,0100010063430000--018--,6,343,0,18,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35886,0100010063430000--019--,6,343,0,19,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35887,0100010170020000--136--,17,2,0,136,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35888,0100010170040000--046--,17,4,0,46,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35889,0100010170040000--047--,17,4,0,47,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35890,0100010170040000--048--,17,4,0,48,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35891,0100010113100003--034--,11,310,3,34,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35892,0100010152020000--012--,15,202,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35893,0100010180020001--042--,18,2,1,42,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35894,0100010180020001--055--,18,2,1,55,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35895,0100010180020001--047--,18,2,1,47,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35896,0100010180020001--054--,18,2,1,54,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35897,0100010180020001--043--,18,2,1,43,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35898,0100010180020001--044--,18,2,1,44,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35899,0100010180020002--046--,18,2,2,46,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35900,0100010180020002--056--,18,2,2,56,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35901,0100010180020002--041--,18,2,2,41,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35902,0100010000000023--019--,0,0,23,19,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35903,0100010000000023--020--,0,0,23,20,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35904,0100010123270010--019--,12,327,10,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35905,0100010180010000--049--,18,1,0,49,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35906,0100010112910000--029--,11,291,0,29,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35907,0100010151110012--006--,15,111,12,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35908,0100010063310001--011--,6,331,1,11,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35909,0100010151810002--009--,15,181,2,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35910,0100011021190659--001--,102,119,659,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35911,0100011021190659--002--,102,119,659,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35912,0100011021190659--003--,102,119,659,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35913,0100011021190659--004--,102,119,659,4,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35914,0100011021190658--001--,102,119,658,1,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
35915,0100010052310000--005--,5,231,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35916,0100010052310000--006--,5,231,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35917,0100010151110005--003--,15,111,5,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35918,0100010030730000--009--,3,73,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35919,0100010180020006--002--,18,2,6,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35920,0100010180020003--001--,18,2,3,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35921,0100010180020004--001--,18,2,4,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35922,0100010180020004--002--,18,2,4,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35923,0100011010490410--017--,101,49,410,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35924,0100010180020005--001--,18,2,5,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35925,0100010180020006--001--,18,2,6,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35926,0100010063420000--012--,6,342,0,12,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
35927,0100010090720000--009--,9,72,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35928,0100010180020002--048--,18,2,2,48,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35929,0100010123260010--002--,12,326,10,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35930,0100010123260010--003--,12,326,10,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35931,0100010123260010--004--,12,326,10,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35932,0100010123260010--005--,12,326,10,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35933,0100010123260010--006--,12,326,10,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35934,0100010123260010--007--,12,326,10,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35935,0100010123260010--008--,12,326,10,8,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35936,0100010123260010--009--,12,326,10,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35937,0100010123260010--010--,12,326,10,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35938,0100010123260010--011--,12,326,10,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35939,0100010123260010--012--,12,326,10,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35940,0100010123260010--013--,12,326,10,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35941,0100010123260010--014--,12,326,10,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35942,0100010123260010--015--,12,326,10,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35943,0100010123260010--016--,12,326,10,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35944,0100010123260010--017--,12,326,10,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35945,0100010123260010--018--,12,326,10,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35946,0100010123260010--019--,12,326,10,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35947,0100010123260010--020--,12,326,10,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35948,0100010123260011--002--,12,326,11,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35949,0100010123260011--003--,12,326,11,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35950,0100010123260011--004--,12,326,11,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35951,0100010123260011--005--,12,326,11,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
35952,0100010123260011--006--,12,326,11,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
